"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"117","86","text","0","425","2352713","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","426","2361415","0-0","","200","180","2","CORN CROP","Left","200","120","4","THISTLE WEED","experimental","200","1,2,3,4","180,191.75917088667038,180,188.66268418984146","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","120,136.2199508613367,144.02039232898602,170.27596332184612","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,0","3113,669,1191,416","11.759170886670375,3.683637640101434,8.662684189841457,37.885574941948015","16.21995086133672,7.800441467649321,26.255570992860086,10.402680549531956","0","0"
"123","86","text","0","427","2361608","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","428","2371148","0-0","","200","180","8","CORN CROP","Left","200","190","4","THISTLE WEED","experimental","201","1,2,3,4,5,6,7,8","180,201.71936074968002,162.26422154850536,152.2384159859141,155.56919815445326,163.65310498995376,203.47881358712397,232.39759315667357","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,205.83901539815895,217.17774956207958,208.73055964301452,160,152.21597267545056,159.1807715578756,148.44616700003218","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,0,1,0,0,1","1022,718,927,428,426,431,494,480","21.719360749680018,-39.45513920117467,-10.025805562591286,3.3307821685391694,8.083906835500512,39.82570859717019,28.918779569549592,3.303097771899199","15.839015398158953,11.338734163920643,-8.447189919065075,24.037892785855608,-7.784027324549455,6.964798882425045,-10.734604557843411,-2.8989384748755898","0","0"
"386","86","text","0","429","2371624","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","430","2380424","0-0","","200","190","8","CORN CROP","Left","200","120","2","THISTLE WEED","experimental","202","1,2,3,4,5,6,7,8","190,218.0861785614911,244.8681109205262,271.99031270239067,225.97970866334492,244.92639998939316,223.62635680900502,233.2375480994141","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,169.39533454182342,140,150.393533449913,124.86738813035862,104.16039572193884,118.88903115855706,157.70594165575048","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,1,1,1,1,1","1134,1250,582,311,287,304,380,574","28.0861785614911,26.781932359035086,27.122201781864465,-46.010604039045745,18.946691326048235,-21.30004318038814,9.611191290409096,-27.95173278501954","49.39533454182341,-23.56180029014542,10.393533449913,-25.526145319554388,-20.706992408419786,14.728635436618223,38.81691049719342,31.813914347192807","0","0"
"329","86","text","0","431","2380863","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","432","2387654","0-0","","200","180","2","CORN CROP","Right","200","190","1","NETTLE WEED","experimental","203","1,2","190,190","1,1","NETTLE WEED,THISTLE WEED","180,181.79890413161058","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","2965,860","15.678401572539752,11.432087200332685","1.7989041316105734,-13.709539468731354","0","0"
"226","86","text","0","433","2388007","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","434","2392078","0-0","","200","190","2","CORN CROP","Left","200","160","2","NETTLE WEED","experimental","204","1,2","190,221.00564743416197","2,1","CORN CROP,CORN CROP","160,193.24709481480357","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","773,1222","31.00564743416197,14.921784914558032","33.24709481480357,51.35939363814549","0","0"
"106","86","text","0","435","2392264","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","436","2402800","0-0","","200","190","8","WHEAT CROP","Right","200","190","2","NETTLE WEED","experimental","205","1,2,3,4,5,6,7,8","190,174.4820413484657,140,188.4535873127573,202.82784547055945,213.37050009731692,209.99042878268673,199.44506091507674","2,1,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,178.2887258918442,192.55270946293092,226.12462733711703,249.2511799930877,249.99844492163172,227.17544736583235,238.92298692135057","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,1,0,0,0,0,0","2218,782,1034,779,366,312,231,362","-15.517958651534283,12.422615158638553,48.45358731275728,14.374258157802153,10.542654626757455,-3.3800713146301864,-10.54536786761,-19.38591220016392","-11.711274108155818,14.263983571086738,33.57191787418611,23.126552655970684,0.7472649285440203,-22.82299755579937,11.74753955551823,11.327036007816911","0","0"
"197","86","text","0","437","2403145","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","438","2409919","0-0","","200","180","4","WHEAT CROP","Right","200","180","4","NETTLE WEED","experimental","206","1,2,3,4","180,150.7745282222461,133.21396011017617,135.7044945352991","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,187.91614336132025,201.78189962890482,262.58003798040056","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","1468,763,424,353","-29.225471777753896,-17.560568112069923,2.490534425122924,23.890475261847058","7.916143361320264,13.865756267584564,60.79813835149573,-7.233134121389334","0","0"
"545","86","text","0","439","2410624","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","440","2423172","0-0","","200","180","2","WHEAT CROP","Left","200","160","8","NETTLE WEED","experimental","207","1,2,3,4,5,6,7,8","180,196.48735813863294,140,140.39512620056354,144.42879446118172,189.54781970015938,149.3826106391595,135.76011068027756","2,1,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,177.07126117097323,182.35915887080316,190.85305855023876,221.1649172534943,212.85124224208667,227.02592703637748,250.81007324760634","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,1,1,1,1,1","2432,614,3636,408,400,322,389,306","16.487358138632942,6.049771236227324,0.3951262005635434,4.033668260618171,45.119025238977656,-40.16520906099986,-13.622499958881939,30.568803610651813","17.071261170973223,5.287897699829916,8.4938996794356,30.311858703255552,-8.313675011407648,14.17468479429081,23.784146211228844,-4.099327643605123","0","0"
"116","86","text","0","441","2423408","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","442","2436587","0-0","","200","160","8","WHEAT CROP","Left","200","180","1","THISTLE WEED","experimental","208","1,2,3,4,5,6,7,8","160,213.2443648888308,201.21825443792514,207.68260863625295,241.66236983151475,223.40858050767358,251.54260011166733,288.06226997631813","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,130,131.16688004529388,147.19765737166284,142.92656777070502,143.03963756299783,152.7228193995101,187.65086277938178","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,0,1,0,0,1","3781,678,619,413,489,439,430,531","53.244364888830795,-12.02611045090567,6.464354198327813,33.9797611952618,-18.25378932384117,28.134019603993742,36.51966986465084,-18.649594446066505","54.82066732927024,1.1668800452938675,16.030777326368973,-4.271089600957815,0.11306979229281115,9.683181836512272,34.92804337987171,7.516245914633116","0","0"
"160","86","text","0","443","2436837","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","444","2440496","0-0","","200","190","1","CORN CROP","Left","200","190","1","THISTLE WEED","experimental","209","1","190","1","CORN CROP","190","1","THISTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","0","1334","18.29940005075411","3.6007348471368203","0","0"
"225","86","text","0","445","2440841","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","446","2452941","0-0","","200","180","8","WHEAT CROP","Right","200","180","4","THISTLE WEED","experimental","210","1,2,3,4,5,6,7,8","180,181.78822625423265,195.69448056305558,173.97424987550278,160,183.7662113893644,203.4109751345521,202.38953877580386","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,193.90032729349613,182.3761376636669,198.3624058005468,196.24809519644984,242.95976830716629,265.2608442010665,241.82067312180064","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,1,0,0,0","1966,695,543,677,1730,1729,284,339","1.7882262542326544,13.906254308822916,-21.720230687552814,5.817459013370241,23.76621138936439,19.64476374518771,-1.0214363587482338,-3.662565151787083","13.900327293496145,-11.524189629829252,15.986268136879902,-2.1143106040969784,46.71167311071645,22.301075893900194,-23.440171079265877,-2.922076419546663","0","0"
"393","86","text","0","447","2453434","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","448","2460984","0-0","","200","120","8","WHEAT CROP","Left","200","120","8","NETTLE WEED","experimental","211","1,2,3,4,5,6,7,8","120,123.32457138838771,122.26170750748764,158.58497200977664,158.43009977101545,138.9780417777097,146.49462042315935,175.364160157851","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,128.74565280776636,129.63323118140647,126.26611151885558,203.8472994906526,162.16525771752717,188.41465794628277,215.45801031806542","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,1,0,0,0","2104,306,287,250,594,591,124,93","3.3245713883877066,-1.0628638809000748,36.323264502289,-0.1548722387611825,-19.452057993305736,7.516578645449648,28.869539734691635,-35.25012847741199","8.74565280776636,0.8875783736400997,-3.367119662550884,77.58118797179702,-41.68204177312543,26.249400228755604,27.043352371782632,22.74869379784147","0","0"
"110","86","text","0","449","2461174","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","450","2473151","0-0","","200","180","4","WHEAT CROP","Right","200","160","8","THISTLE WEED","experimental","212","1,2,3,4,5,6,7,8","160,175.69279713256336,202.7600109447808,217.9684959371212,198.8168415613021,226.96797682152294,231.93089275940662,228.03790450694333","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,172.54290398471898,147.54431512773334,151.96396523600058,160,176.1191569224779,190.56604352271387,212.89748184539124","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,1,0,0,1,1","1517,623,583,838,1851,1393,412,556","15.692797132563367,27.067213812217418,15.208484992340411,-19.151654375819064,28.151135260220826,4.9629159378836745,-3.89298825246329,8.568155297662619","-7.4570960152810315,-24.99858885698565,4.419650108267227,19.398413171550036,16.119156922477906,14.44688660023597,22.33143832267737,48.5917576242067","0","0"
"133","86","text","0","451","2473384","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","452","2485247","0-0","","200","190","2","CORN CROP","Left","200","160","8","NETTLE WEED","experimental","213","1,2,3,4,5,6,7,8","190,213.47025022389673,140,144.26143749371818,169.1813148290718,205.8086805785513,183.5264841541828,213.46979845016043","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,168.93094044073922,206.12650245193043,234.4266619652417,217.72763387330608,250.63937275319932,278.92512553544634,239.06317446536067","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,0,0,0,1,0","4051,581,1007,553,375,359,481,780","23.47025022389672,-17.251465779046583,4.261437493718162,24.919877335353608,36.6273657494795,-22.282196424368507,29.943314295977604,13.133699427994905","8.930940440739235,37.19556201119123,28.30015951331125,-16.69902809193561,32.911738879893235,28.285752782247005,-39.86195107008567,12.884711023351073","0","0"
"106","86","text","0","453","2485429","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","454","2495490","0-0","","200","190","8","CORN CROP","Left","200","160","1","THISTLE WEED","experimental","214","1,2,3,4,5,6,7,8","190,214.60533980634062,222.71384467766282,197.73383764355884,215.8630804799379,198.09847321419957,225.06330633874907,261.65369422843713","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,130,142.50741175931745,101.86904015683604,112.36094624162111,130.5849911321721,153.8054090743344,169.35677881522497","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,1,0,0,0,1","1830,409,420,446,485,455,487,507","24.60533980634063,8.108504871322195,-24.980007034103973,18.129242836379067,-17.764607265738334,26.964833124549507,36.59038788968808,4.264318073316677","1.3733760855820023,12.507411759317451,-40.63837160248142,10.491906084785072,18.224044890550974,23.220417942162307,15.551369740890577,-23.952258533651833","0","0"
"77","86","text","0","455","2495684","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","456","2504007","0-0","","200","180","1","CORN CROP","Left","200","190","8","THISTLE WEED","experimental","215","1,2,3,4,5,6,7,8","180,130,120.92107037728674,121.12352502328426,146.74626976248163,140.94481038816556,185.4357479573867,209.0794497708101","1,7,6,5,4,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,214.51684169379052,222.66502592341942,261.3498174667636,268.5645898146309,290.51967692477695,333.9238909835138,346.6935420481023","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,0,0,0","830,987,1652,206,247,169,183,187","-50.50538843814782,-9.07892962271326,0.20245464599751983,25.622744739197387,-5.801459374316067,44.49093756922112,23.643701813423412,22.106743101035807","24.516841693790525,8.148184229628884,38.68479154334421,7.214772347867246,21.95508711014604,43.404214058736855,12.769651064588533,5.618122671412046","0","0"
"117","86","text","0","457","2504194","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","458","2514880","0-0","","200","160","8","WHEAT CROP","Right","200","180","4","NETTLE WEED","experimental","216","1,2,3,4,5,6,7,8","180,202.9572105946492,181.6010369320035,146.92239884034635,160,217.82828290579772,211.23903663914507,214.90832135119703","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,144.62189583487566,144.00071872599423,107.62613057559763,146.74335122151803,201.58870185505344,198.94572228842296,226.22165780373","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,1,1,1,0,0","2726,497,250,488,1375,760,182,353","22.957210594649226,-21.356173662645716,-34.67863809165715,31.606211836238124,57.82828290579771,-6.589246266652665,3.6692847120519683,-0.9304000888466464","-15.378104165124329,-0.6211771088814277,-36.374588150396605,39.1172206459204,54.845350633535425,-2.6429795666304834,27.275935515307065,13.25818626635317","0","0"
"90","86","text","0","459","2515080","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","460","2525462","0-0","","200","160","4","CORN CROP","Right","200","190","8","NETTLE WEED","experimental","217","1,2,3,4,5,6,7,8","190,221.21717482909622,223.24647978601476,215.72477086633077,246.63909167467233,280.7257288534432,300.97633744310895,320.632250221956","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,163.7536439713533,185.5574098702529,179.98549385913208,160,184.37917409038724,199.56129896338606,186.9967091185656","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,1,1,1,1","830,458,293,161,3048,387,318,388","31.21717482909621,2.029304956918546,-7.5217089196839995,30.914320808341543,34.08663717877085,20.250608589665802,19.655912778847032,-2.157732951755275","3.7536439713533074,21.8037658988996,-5.571916011120824,-19.163248124787774,24.379174090387227,15.182124872998838,-12.564589844820453,16.026984646856622","0","0"
"123","86","text","0","461","2525665","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","462","2532991","0-0","","200","120","4","WHEAT CROP","Right","200","160","1","NETTLE WEED","experimental","218","1,2,3,4","160,170,176.27377796497677,187.21845207703765","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,130.55711590610065,186.11313151979218,157.31994058105175","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,1","2223,427,357,599","-35.61469637166042,6.2737779649767695,10.944674112060893,39.53241611604391","10.557115906100643,55.556015613691535,-28.793190938740423,5.021659603382773","0","0"
"103","86","text","0","463","2533184","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","464","2541596","0-0","","200","120","2","CORN CROP","Left","200","120","4","THISTLE WEED","experimental","219","1,2,3,4","120,143.6729430459412,180,193.5877579147287","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","120,160.71744424245304,178.4884004458201,177.5889033194917","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,0","2908,606,1007,553","23.672943045941196,32.66375044386882,13.5877579147287,-7.612158616388513","40.71744424245303,17.770956203367057,-0.8994971263284235,27.524783397144677","0","0"
"443","86","text","0","465","2542159","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","466","2550772","0-0","","200","120","8","WHEAT CROP","Left","200","160","1","NETTLE WEED","experimental","220","1,2,3,4,5,6,7,8","120,119.63407425588721,129.97887923242732,141.09128135688562,142.35701112234293,192.10155065202053,194.56493097492145,187.65739663797135","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,130,154.20552352025425,201.1358868130448,218.51179067585176,226.6243673463003,277.426364624485,311.0061902088084","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,1,0,0,0,0","1106,447,575,430,520,154,107,288","-0.365925744112785,10.344804976540109,11.11240212445831,1.2657297654572999,49.74453952967761,2.4633803229009175,-6.9075343369501105,26.50452933774549","-41.11282157213022,24.20552352025426,46.93036329279055,17.37590386280694,8.112576670448545,50.801997278184714,33.57982558432336,37.24257522815461","0","0"
"42","86","text","0","467","2550974","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
