"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","186","1503205","0-0","","200","120","1","WHEAT CROP","Right","200","190","8","THISTLE WEED","experimental","80","1,2,3,4,5,6,7,8","190,211.0495657928743,206.28564970344223,215.0266077633487,269.2645822336333,275.8034784916505,292.79735778769384,271.01760983376533","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,130,113.27888935990025,141.4627018375558,178.8057689287454,197.28226336362823,220.55099475043804,240.32350232381935","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,1,1,1,1,0,0","1390,1069,61,175,292,295,525,127","21.04956579287429,-4.763916089432055,8.74095805990647,54.2379744702846,6.538896258017212,16.99387929604338,-21.77974795392851,-18.94515856333528","-20.002751491581037,-16.721110640099756,28.18381247765558,37.34306709118958,18.476494434882817,23.268731386809804,19.772507573381304,-8.638938304863085","0","0"
"5003","86","text","0","187","1508348","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","188","1522101","0-0","","200","180","8","CORN CROP","Right","200","190","1","THISTLE WEED","experimental","81","1,2,3,4,5,6,7,8","190,130,92.35141367784809,104.55541161118067,93.23142060334875,137.75386185375163,141.55909217760563,178.22013330592273","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,231.79035215823802,218.09504523487402,219.9537331519633,216.2089835151222,237.87813335221972,240.72283948771178,273.1291567756898","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,0,1,1,1,1","919,1554,395,429,3792,611,430,343","1.593541447307505,-37.648586322151914,12.203997933332584,-11.323991007831925,44.52244125040288,3.8052303238540013,36.661041128317095,16.2927048653477","51.79035215823801,-13.695306923364015,1.85868791708927,-3.744749636841091,21.66914983709751,2.8447061354920606,32.40631728797802,-0.8719791527773424","0","0"
"3363","86","text","0","189","1525644","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","190","1533624","0-0","","200","160","2","WHEAT CROP","Right","200","180","4","NETTLE WEED","experimental","82","1,2,3,4","180,190.57203836914627,149.33685056613115,160.69074358208243","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,172.4115023724188,180,211.83024424081952","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","740,322,1240,703","10.572038369146282,-41.23518780301511,11.353893015951275,-4.824739674727276","12.411502372418799,53.98473141349956,31.830244240819525,-4.184809437352698","0","0"
"437","86","text","0","191","1534181","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","192","1542045","0-0","","200","160","2","CORN CROP","Left","200","180","1","THISTLE WEED","experimental","83","1,2","160,163.0073487449139","2,1","CORN CROP,CORN CROP","180,190","1,1","THISTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","1084,1519","3.0073487449139025,3.894512398741025","-5.174118569110203,16.302449760768887","0","0"
"490","86","text","0","193","1542665","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","194","1554901","0-0","","200","180","2","CORN CROP","Left","200","180","8","NETTLE WEED","experimental","84","1,2,3,4,5,6,7,8","180,194.7229650329888,140,186.30679907365615,206.02989383210027,241.2376428423803,208.3740010536052,223.30953802325848","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,161.69507902816616,170.8774440995465,155.8230874947787,163.42379392600114,200.85588761904108,209.73703098703123,271.5375676961112","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,1,0,1","1109,410,2266,470,654,617,683,576","14.72296503298882,-18.34429256359794,46.30679907365615,19.723094758444116,35.20774901028001,-32.86364178877509,14.935536969653285,3.341599760803036","-18.304920971833845,9.18236507138032,-15.054356604767811,7.600706431222443,37.43209369303996,8.881143367990159,61.80053670907998,13.20495292623889","0","0"
"414","86","text","0","195","1555435","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","196","1564620","0-0","","200","120","8","WHEAT CROP","Right","200","180","8","THISTLE WEED","experimental","85","1,2,3,4,5,6,7,8","180,199.37655183885104,207.58877069447004,208.47754733325237,200.04591252583438,171.0458051501707,161.3138446073629,162.18354143215225","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,120.7275195210168,133.0423398679401,97.3807426585831,63.240252537528384,46.43290293159844,33.478924899243495,16.13411683892591","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,0,0,0,0,0","596,688,512,1934,158,413,217,172","19.37655183885105,8.212218855618985,0.8887766387823338,-8.43163480741799,-29.000107375663685,-9.73196054280779,0.8696968247893571,6.166095563896176","0.7275195210167986,12.31482034692327,-35.66159720935698,-34.14049012105472,-16.807349605929943,-12.953978032354946,-17.344808060317586,-2.8494160030525824","0","0"
"704","86","text","0","197","1565464","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","198","1577407","0-0","","200","120","4","WHEAT CROP","Right","200","190","2","NETTLE WEED","experimental","86","1,2,3,4","190,213.1141142812167,180,212.27542676366832","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","120,177.02420342386364,246.45597619581184,265.2296247199796","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,0","836,986,3098,1269","23.114114281216693,-8.115063482094516,32.275426763668314,2.0737040985536757","57.02420342386364,69.4317727719482,18.773648524167772,14.173000128484192","0","0"
"433","86","text","0","199","1577984","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","200","1591312","0-0","","200","160","8","CORN CROP","Right","200","120","4","THISTLE WEED","experimental","87","1,2,3,4,5,6,7,8","120,164.91161258558822,132.17375025969451,116.6090318970806,160,159.96147265945328,180.59077424211986,194.94187625718172","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,188.5927629939959,197.73967164175517,241.13640004034133,229.81755724124847,222.14234831408555,241.40566682210962,250.54513263077513","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,0,1,0,0","859,460,465,1259,1432,595,1226,1180","44.911612585588216,-32.737862325893694,-15.564718362613917,13.269722257554923,-0.03852734054672881,20.629301582666596,14.351102015061858,-1.01610240309798","28.592762993995898,9.146908647759256,43.39672839858617,-11.318842799092863,-7.675208927162921,19.263318508024067,9.139465808665491,-10.139580608871553","0","0"
"395","86","text","0","201","1591807","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","202","1599304","0-0","","200","180","4","CORN CROP","Left","200","180","4","THISTLE WEED","experimental","88","1,2,3,4","180,190.3871784777516,233.95468018503044,301.1474017646718","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,205.14863761051714,244.51007875092384,278.59286879295007","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,0,0","758,1280,1733,456","10.387178477751611,43.567501707278836,67.19272157964141,47.15819235094296","25.148637610517145,39.361441140406704,34.082790042026225,40.21497774490305","0","0"
"383","86","text","0","203","1599827","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","204","1605267","0-0","","200","190","4","CORN CROP","Right","200","120","4","THISTLE WEED","experimental","89","1,2,3,4","120,144.61994222484358,180.59461411518902,170.46280018485035","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,222.558047333761,255.13018176784493,250.88509687327897","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,0","698,858,346,327","24.619942224843577,35.974671890345434,-10.131813930338659,6.9650866399737685","32.558047333761,32.57213443408392,-4.245084894565961,11.942249597726073","0","0"
"110","86","text","0","205","1605473","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","206","1618810","0-0","","200","120","1","WHEAT CROP","Left","200","120","8","THISTLE WEED","experimental","90","1,2,3,4,5,6,7,8","120,130,163.57919506067137,177.22959204948995,193.42346529454832,170.13534706057726,177.99276594114778,169.23811892125767","1,7,6,5,4,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,152.42685965551956,184.82898426544423,214.6668705993458,213.33073694416922,235.33279504840363,253.69255999876282,242.93593735134326","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,0,0,1,0,1,1,0","792,1406,916,1542,761,623,583,1144","11.69823066286629,33.57919506067137,13.650396988818594,16.193873245058363,-23.28811823397107,7.857418880570517,-8.754647019890113,-4.140296724335201","32.42685965551957,32.40212460992468,29.837886333901572,-1.3361336551765919,22.002058104234404,18.35976495035919,-10.756622647419556,35.70643683438649","0","0"
"135","86","text","0","207","1619045","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","208","1631204","0-0","","200","160","8","WHEAT CROP","Left","200","160","4","NETTLE WEED","experimental","91","1,2,3,4,5,6,7,8","160,176.28863451531834,204.05626113710795,214.12310276882133,186.74260292187734,208.18066498418264,222.80360728867868,249.3143820648699","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,188.0114997328336,225.02407757087826,204.5804686964463,160,168.59431545918986,208.85183977375874,201.42910806022564","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,1,0,0,1,1","1730,914,448,1220,845,660,588,243","16.288634515318336,27.76762662178961,10.066841631713366,-27.380499846943987,21.438062062305303,14.622942304496025,26.510774776191216,6.900197662473127","28.011499732833627,37.01257783804465,-20.443608874431966,26.227121784096646,8.594315459189858,40.257524314568876,-7.422731713533105,26.997014409574515","0","0"
"462","86","text","0","209","1631786","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","210","1642689","0-0","","200","160","2","CORN CROP","Left","200","190","4","THISTLE WEED","experimental","92","1,2,3,4","160,168.9196956692013,180,185.39386276221123","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","190,228.6819955694372,239.76491804801339,249.44134758428208","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","534,477,2417,1699","8.919695669201317,13.75696980679052,5.3938627622112145,15.640375052849876","38.6819955694372,11.082922478576196,9.676429536268694,14.264782027153501","0","0"
"427","86","text","0","211","1643236","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","212","1649027","0-0","","200","180","4","CORN CROP","Right","200","120","4","NETTLE WEED","experimental","93","1,2,3,4","120,148.07028278959825,206.67507709597723,226.40368646150193","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,201.95309385104147,216.00257481820228,206.4860685523285","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,1","773,548,583,651","28.070282789598256,58.60479430637898,19.728609365524715,15.366472360181572","21.953093851041473,14.049480967160816,-9.516506265873781,5.111328486323574","0","0"
"436","86","text","0","213","1649569","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","214","1661547","0-0","","200","120","2","CORN CROP","Right","200","120","1","THISTLE WEED","experimental","94","1,2","120,190","1,1","THISTLE WEED,NETTLE WEED","120,100.44324601580612","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","1320,3217","48.538376945425505,-16.332252518896013","-19.556753984193875,-8.151343386488128","0","0"
"481","86","text","0","215","1662168","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","216","1685028","0-0","","200","120","4","CORN CROP","Left","200","160","8","THISTLE WEED","experimental","95","1,2,3,4,5,6,7,8","120,148.4568294465668,157.95893427515625,167.98424216834422,160,171.15698676663686,191.97697730072525,200.6304442563723","4,3,2,1,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,200.13551399682382,206.68581998776182,194.47813714366188,207.29296431340165,229.84568368813171,253.4385463457954,273.62889592081683","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,0,0,1,1,0","9699,626,1959,740,2073,570,115,399","28.45682944656678,9.502104828589479,10.025307893187986,21.864965451307764,11.15698676663685,20.81999053408839,8.653466955647037,22.90494066752122","40.1355139968238,6.550305990938008,-12.207682844099935,12.814827169739765,22.552719374730053,23.592862657663684,20.19034957502141,28.60242165693902","1","0"
"183","86","text","0","217","1685281","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","218","1694968","0-0","","200","120","4","CORN CROP","Left","200","160","1","NETTLE WEED","experimental","96","1,2,3,4","120,101.44845620872465,126.19119316555131,128.11249016698864","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,170,201.8914670319177,205.5753962075912","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,1","684,1743,478,848","-18.551543791275343,24.74273695682666,1.9212970014373243,9.85900540419803","30.28648758434968,31.891467031917692,3.683929175673501,-1.6805760711600135","0","0"
"810","86","text","0","219","1695939","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","220","1705609","0-0","","200","190","4","WHEAT CROP","Right","200","190","8","THISTLE WEED","experimental","97","1,2,3,4,5,6,7,8","190,182.00700734577157,198.3414319649989,242.25842050919252,230.6981635457854,245.2648331060566,276.31943599839025,311.7146094980673","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,203.23809126283646,217.93334488398864,198.27538031332656,160,188.7281984499511,211.78651471637883,212.36052292430895","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,1,1,1,0","876,614,422,438,777,436,186,777","-7.992992654228425,16.33442461922733,43.91698854419363,-11.560256963407106,14.56666956027122,31.05460289233362,35.395173499677085,-12.684726609210603","13.238091262836475,14.69525362115217,-19.65796457066208,-7.143197269122183,28.72819844995111,23.058316266427735,0.5740082079301274,1.5015331486033148","0","0"
